uid,truth_values
1.11,0.960828984375325
1.12,0.7114292016319063
1.13,0.11241578147816433
1.14,0.5402807426702637
1.15,0.7185150485184147
1.16,0.22668408100310478
1.17,0.7008565043914872
1.18,0.6135050448467673
1.19,0.9162499533586608
1.20,0.3886996271028097
1.21,0.45330062074027067
1.22,0.26755965862482545
1.23,0.3722139429415978
1.24,0.9422690986725221
1.25,0.959707252168143
1.26,0.4026963291678385
1.27,0.5347207405479552
1.28,0.874448521959209
1.29,0.9266101703683016
1.30,0.029204530754266433
1.31,0.22371417310618003
1.32,0.22012050418247087
1.33,0.2808492223098641
1.34,0.6202322029167685
1.35,0.7683159431911109
1.36,0.4010757595682952
1.37,0.18880610436017897
1.38,0.2388587848332968
1.39,0.5052670118662537
1.40,0.5691936423089509
1.41,0.37780598313964864
1.42,0.2574030371440821
1.43,0.01867599170242029
1.44,0.8748591662951313
1.45,0.11388767747956496
1.46,0.8157187359822022
1.47,0.6289643603088672
1.48,0.7510343740044186
1.49,0.3187599002815631
1.50,0.08561192004610751
1.51,0.49439205926994645
1.52,0.5901380624283259
1.53,0.9630860255681305
1.54,0.10233850287462043
1.55,0.32632038777650063
1.56,0.437265226363028
1.57,0.50562257314936
1.58,0.9052229844259606
1.59,0.7524191670827889
1.60,0.3986667354274289
1.61,0.16373052944149347
1.62,0.501978036225132
1.63,0.3962964847575068
1.64,0.5763179259189207
1.65,0.33866379431438054
1.66,0.32270755938439777
1.67,0.9698280791799507
1.68,0.3693992288357344
1.69,0.48421992591167995
1.70,0.8698994946070061
1.71,0.025675202649716122
1.72,0.6250082623725836
1.73,0.004606063684897133
1.74,0.20636229749832835
1.75,0.21892764870982384
1.76,0.36368833660582633
1.77,0.7923826634016464
1.78,0.9177797036329104
1.79,0.06013177361349353
1.80,0.033343922868546705
1.81,0.6032213998286973
1.82,0.07783829519364605
1.83,0.32208590266608983
1.84,0.12677175311061328
1.85,0.1366159928779891
1.86,0.6182050049864274
1.87,0.9843696563464732
1.88,0.6087702025770411
1.89,0.7355333253613163
1.90,0.5120682713314323
1.91,0.22254217624032235
1.92,0.8363233541519338
1.93,0.8934755775173489
1.94,0.44461443139025136
1.95,0.874404343729215
1.96,0.7545946394640729
1.97,0.4608153944161394
1.98,0.6461707985045952
1.99,0.6773649644735708
2.0,0.34833969789316355
2.1,0.03586158311061871
2.2,0.38919085964598454
2.3,0.6596967897159347
2.4,0.9341674263699643
2.5,0.10170396041828034
2.6,0.29971025514135274
2.7,0.009342391204420375
2.8,0.6720654576277983
2.9,0.44280882995835225
2.10,0.15859038199552355
2.11,0.4510534704431044
2.12,0.8390632669288858
2.13,0.4498572684903588
2.14,0.664555357183979
2.15,0.004766547124312459
2.16,0.8986635158171653
2.17,0.582220588259114
2.18,0.048906092450547334
2.19,0.48092793580538606
2.20,0.39717245513405985
2.21,0.8207482708279943
2.22,0.5408045006433759
2.23,0.30792480619967055
2.24,0.853516301518084
2.25,0.9915092788612698
2.26,0.2449919012177263
2.27,0.9476040393518939
2.28,0.937401578210169
2.29,0.888421350197522
2.30,0.46420878482050343
2.31,0.7819122181628122
2.32,0.1727832306320829
2.33,0.5121158020854476
2.34,0.6286245397970518
2.35,0.7126158294268499
2.36,0.2489526173184723
2.37,0.6753241916636168
2.38,0.588329704310481
2.39,0.7931875978573963
2.40,0.3346860498233226
2.41,0.28550907621243027
2.42,0.2404723252783818
2.43,0.111596336760036
2.44,0.8804685193199778
2.45,0.7354197076770037
2.46,0.40166167944155484
2.47,0.7407738883382011
2.48,0.7361467119510612
2.49,0.02679067041541261
2.50,0.4298652993055382
2.51,0.28785759965677526
2.52,0.02521596764819589
2.53,0.43242211108038
2.54,0.11017926524794053
2.55,0.9736511945542943
2.56,0.6325539120845015
2.57,0.3330551522563616
2.58,0.6365250651849943
2.59,0.19742995774452132
2.60,0.7250011199213741
2.61,0.399199151693338
2.62,0.06572103212781155
2.63,0.7519985549957572
2.64,0.7658091497844353
2.65,0.8565329916733115
2.66,0.6605765562315518
2.67,0.7026811154550605
2.68,0.9227145369180888
2.69,0.6645239557736246
2.70,0.5834001358401419
2.71,0.37501544613186655
2.72,0.9318146778070862
2.73,0.6856983388767832
2.74,0.6555803679787507
2.75,0.9424608012644491
2.76,0.21059592748354772
2.77,0.11755827773993444
2.78,0.0458218130778143
2.79,0.764996006424882
2.80,0.08263775172574672
2.81,0.22405898852019546
2.82,0.886530644110747
2.83,0.6521828175807298
2.84,0.0686412100040159
2.85,0.281794314519201
2.86,0.1927059447601549
2.87,0.582750803870348
2.88,0.4943669247687448
2.89,0.7671147701137971
2.90,0.8823507783185178
2.91,0.7488299635754393
2.92,0.34397692057226215
2.93,0.16306650106071052
2.94,0.5237009873102678
2.95,0.9808021941855729
2.96,0.11919654054586959
2.97,0.7363781949184969
2.98,0.02274474430668716
2.99,0.9575411339558201
3.0,0.37676062423862655
3.1,0.5916102760805885
3.2,0.15553604871089988
3.3,0.02832714520609103
3.4,0.42870551457890793
3.5,0.6648132637667176
3.6,0.9358563837389889
3.7,0.26163642858537806
3.8,0.6776979274618018
3.9,0.8855458361722928
3.10,0.8239834843854824
3.11,0.2327124137951989
3.12,0.9201766341601685
3.13,0.8575102351207682
3.14,0.6091114666956441
3.15,0.2146163666644817
3.16,0.032640901399045075
3.17,0.0841927326419517
3.18,0.185425653694263
3.19,0.07483348613969876
3.20,0.9218837671637123
3.21,0.7572365366647602
3.22,0.960015620873926
3.23,0.09166846570983034
3.24,0.09358850318542711
3.25,0.01618905299720963
3.26,0.8699472286988148
3.27,0.6191110979010848
3.28,0.170928921420044
3.29,0.9435928911758698
3.30,0.8046674862900364
3.31,0.7903526750222293
3.32,0.4591461376667747
3.33,0.6857938557077239
3.34,0.252189968564007
3.35,0.549272349912883
3.36,0.6733451439097269
3.37,0.05154563262955625
3.38,0.38863080979558673
3.39,0.6223727189844336
3.40,0.9790662268778894
3.41,0.10004876269174712
3.42,0.7766678149236618
3.43,0.8753792297364973
3.44,0.5460908310723215
3.45,0.13814438310314003
3.46,0.6039265313992095
3.47,0.002772062303790346
3.48,0.7696105304096125
3.49,0.9942009008806999
3.50,0.927644902792831
3.51,0.028029400095750834
3.52,0.3552149658578294
3.53,0.9848663424028632
3.54,0.9981645308855667
3.55,0.7034309836410336
3.56,0.09990556255284355
3.57,0.6807542901035358
3.58,0.7321993642577659
3.59,0.8660261315290245
3.60,0.36883199956650403
3.61,0.9516894400151175
3.62,0.04923792230183399
3.63,0.12075791565481331
3.64,0.9150013692815631
3.65,0.49486442127689556
3.66,0.37030003680275403
3.67,0.037036533095348045
3.68,0.22293216448759579
3.69,0.6494287699692142
3.70,0.10901807360789195
3.71,0.8951904606006361
3.72,0.36951591321905153
3.73,0.40493665690288605
3.74,0.3396280439287127
3.75,0.9768354835826584
3.76,0.779494666188342
3.77,0.778603379474784
3.78,0.12245127487310059
3.79,0.1382352075692127
3.80,0.7055127764069977
3.81,0.35574640404853886
3.82,0.785342319296482
3.83,0.20657237837667686
3.84,0.6360161138026148
3.85,0.5111889119177728
3.86,0.8592342702199577
3.87,0.4785063054102169
3.88,0.46757540342860837
3.89,0.9044239298335477
3.90,0.60164511377476
3.91,0.7413489275967278
3.92,0.056140692878841714
3.93,0.9303652122414756
3.94,0.3087091618910631
3.95,0.29096062289535285
3.96,0.9805302505591724
3.97,0.3969017256376679
3.98,0.7743038549067636
3.99,0.2792659620351856
4.0,0.43065709314593326
4.1,0.003494440640003482
4.2,0.36420910284492636
4.3,0.8855983823746478
4.4,0.243937913444787
4.5,0.5304001889650397
4.6,0.7792540421144502
4.7,0.9045916109004272
4.8,0.757016833884318
4.9,0.37606956060729546
4.10,0.30875726197906794
4.11,0.44614744545858787
4.12,0.6896042461002466
4.13,0.6913912146067757
4.14,0.8964443396551209
4.15,0.8159306636986419
4.16,0.8528134025464091
4.17,0.5518207566244555
4.18,0.7073056948261847
4.19,0.07213312071141142
4.20,0.6110634664273391
4.21,0.12232678647628104
4.22,0.6254316913462714
4.23,0.6875594656309696
4.24,0.8623664422077904
4.25,0.5759753372139275
4.26,0.8263706294426575
4.27,0.16793558594529678
4.28,0.6690920152268883
4.29,0.332950767261742
4.30,0.27947911616337795
4.31,0.592164491502297
4.32,0.4770424051274391
4.33,0.7206302196798653
4.34,0.19728064113335053
4.35,0.20190166267912069
4.36,0.2092590638157903
4.37,0.16489150971997035
4.38,0.7576201769223736
4.39,0.6528081705231515
4.40,0.9495156612322683
4.41,0.5325875464648787
4.42,0.5482382847400524
4.43,0.3301791750028584
4.44,0.4036096797617351
4.45,0.050945454424251246
4.46,0.15673935492414814
4.47,0.8377573392495293
4.48,0.32631905084950674
4.49,0.8389819793883815
4.50,0.08029647292844655
4.51,0.7210712951632694
4.52,0.7711121951293635
4.53,0.021983349509727357
4.54,0.6990597495266692
4.55,0.10706178823294799
4.56,0.11216256554901105
4.57,0.6201674307232626
4.58,0.1492204499594827
4.59,0.576545097381475
4.60,0.762971469041507
4.61,0.1823258161669472
4.62,0.6690737616143752
4.63,0.22064391303692144
4.64,0.6250625261522811
4.65,0.5360100142629175
4.66,0.25165845232078576
4.67,0.9930200967837677
4.68,0.7399658512062279
4.69,0.7021538828541694
4.70,0.9974958420741078
4.71,0.6523418759573013
4.72,0.5243754996364559
4.73,0.6605336953048789
4.74,0.8226911741162201
4.75,0.3243715214941679
4.76,0.13156267235976293
4.77,0.8744222486096743
4.78,0.9558478933364148
4.79,0.22213358292252783
4.80,0.6318197966130591
4.81,0.05836106042115907
4.82,0.3997647004654149
4.83,0.9007122473388053
4.84,0.25510612221083095
4.85,0.19315844864571263
4.86,0.897366853601169
4.87,0.1949029554135071
4.88,0.12078952196775794
4.89,0.40034069095873726
4.90,0.644836440633875
4.91,0.3113384798790134
4.92,0.34862714545108986
4.93,0.8473473677135572
4.94,0.2830946453296781
4.95,0.8504592539590787
4.96,0.9077630550355631
4.97,0.3976906382768053
4.98,0.6390292253250365
4.99,0.12442845925834678
5.0,0.718307325005146
5.1,0.8787773567691816
5.2,0.7612517544137152
5.3,0.3718419366054956
5.4,0.5889068401844345
5.5,0.5512279733484399
5.6,0.5852479698418794
5.7,0.5846950842477838
5.8,0.8184543794459682
5.9,0.056815980756285245
5.10,0.8566074867051197
5.11,0.5633229313472738
5.12,0.860010682018842
5.13,0.019506094193478374
5.14,0.6549894149879537
5.15,0.0013675507369100837
5.16,0.1220431886771941
5.17,0.17768002039323205
5.18,0.16444378181245078
5.19,0.12480738539783198
5.20,0.06223077657613252
5.21,0.5524968678958934
5.22,0.14308113113310328
5.23,0.2016686697934319
5.24,0.7343795435689805
5.25,0.5406055726491298
5.26,0.04135638623082283
5.27,0.7778969481303123
5.28,0.6348406565015667
5.29,0.49925730739155416
5.30,0.6615816063440877
5.31,0.5771643506961691
5.32,0.61439360868536
5.33,0.8748104415665097
5.34,0.4840693607239601
5.35,0.4637139903032953
5.36,0.18686861236655117
5.37,0.1342967647145471
5.38,0.8088427786412303
5.39,0.17489586321771966
5.40,0.22454492911947277
5.41,0.5864180247989779
5.42,0.7925187472711589
5.43,0.7604227457559403
5.44,0.08614752687521288
5.45,0.8052398860584007
5.46,0.5275941815033536
5.47,0.6836102957183222
5.48,0.3646568942831674
5.49,0.5639987345610871
5.50,0.893150834348615
5.51,0.5501612564700168
5.52,0.8788791960122995
5.53,0.15020838172382
5.54,0.08023485647864226
5.55,0.33148162731566533
5.56,0.9129328539270712
5.57,0.36520235808597734
5.58,0.2823415776128272
5.59,0.7007061335753547
5.60,0.7752484307626567
5.61,0.43399940238132306
5.62,0.908243858110871
5.63,0.23988768100015745
5.64,0.8339936653992991
5.65,0.10111925050579151
5.66,0.1957092540112768
5.67,0.8214235864417941
5.68,0.8247397955290806
5.69,0.5742417144866507
5.70,0.20377550170845038
5.71,0.5082213449522367
5.72,0.2990947848040968
5.73,0.2729855410654126
5.74,0.41754761817736086
5.75,0.9539548654839293
5.76,0.34721647031509206
5.77,0.9820902737718928
5.78,0.1615181645373267
5.79,0.7519998121980598
5.80,0.8601122556056907
5.81,0.5496433745488754
5.82,0.32532582319485215
5.83,0.02390660020784352
5.84,0.3673638330343245
5.85,0.6857724942349683
5.86,0.3429011576485249
5.87,0.00809037795452161
5.88,0.7021424758070881
5.89,0.892551342701112
5.90,0.45462480898854907
5.91,0.7431259772589967
5.92,0.202214951848124
5.93,0.4585547106650908
5.94,0.8930008778680899
5.95,0.06691334184334141
5.96,0.5755554619524015
5.97,0.5519942482132499
5.98,0.8866809135853309
5.99,0.249606491389602
6.0,0.67568213950771
6.1,0.25589970126891015
6.2,0.028837896083777292
6.3,0.03425815500486462
6.4,0.8994645820683037
6.5,0.7028201996985616
6.6,0.9930510117469353
6.7,0.6078439632150777
6.8,0.3874226361333817
6.9,0.17519047286263223
6.10,0.9443810568997381
6.11,0.9936159805145073
6.12,0.455037826275845
6.13,0.48927501944960106
6.14,0.9830770436625522
6.15,0.09968710278982196
6.16,0.43479647172275526
6.17,0.5813698383965266
6.18,0.7083071530588484
6.19,0.8200437026154559
6.20,0.8731881990587168
6.21,0.5170516663787705
6.22,0.37402715520604457
6.23,0.7171914245431246
6.24,0.9176116247831525
6.25,0.6078077333946525
6.26,0.3024125203151139
6.27,0.4262894249506698
6.28,0.5184354363334153
6.29,0.24043799634655139
6.30,0.06667589318816247
6.31,0.150102519057158
6.32,0.08835788544801526
6.33,0.12361880438839712
6.34,0.5789211269651183
6.35,0.20322205542620597
6.36,0.8965688808402772
6.37,0.2247751752946242
6.38,0.9450517483716878
6.39,0.42792700526465843
6.40,0.26443529569480995
6.41,0.10431924821795391
6.42,0.17580111995658132
6.43,0.029526127410789305
6.44,0.08953141648227825
6.45,0.6451383433306555
6.46,0.7476260172706297
6.47,0.9839387114902469
6.48,0.08270569428685304
6.49,0.8634682474735569
6.50,0.6845942598717484
6.51,0.8833468842805325
6.52,0.8311054871171688
6.53,0.94869801356775
6.54,0.2450210673017692
6.55,0.3831652127746865
6.56,0.4246191178432046
6.57,0.551985245965744
6.58,0.9422495005216751
6.59,0.17735696363073072
6.60,0.32015592150992833
6.61,0.06458060218615991
6.62,0.423586007927773
6.63,0.043846295161651505
6.64,0.7012143621203232
6.65,0.22446073891524754
6.66,0.689217514346846
6.67,0.33191330869948765
6.68,0.29287908200375934
6.69,0.2317749314535641
6.70,0.9935231572404898
6.71,0.5466853014570558
6.72,0.06200258564478911
6.73,0.7181468168959328
6.74,0.6602247159120881
6.75,0.22748742111172182
6.76,0.22231686292935715
6.77,0.8112210963180666
6.78,0.13296378614117887
6.79,0.8732948823244135
6.80,0.15740406748468894
6.81,0.6908121346124404
6.82,0.548781776936832
6.83,0.8657993589871826
6.84,0.9287310014467645
6.85,0.9850349703255785
6.86,0.18199413433582057
6.87,0.12516256928887026
6.88,0.9786456369500746
6.89,0.3827341213919422
6.90,0.10046982392778425
6.91,0.6504617052721486
6.92,0.2951887941854705
6.93,0.5969471466266966
6.94,0.8911332605905143
6.95,0.8841971877584587
6.96,0.389448165965428
6.97,0.47239439921008597
6.98,0.7480304129256933
6.99,0.507756485430518
7.0,0.42237177579588325
7.1,0.3996082191971293
7.2,0.44190470640063806
7.3,0.6239235658227241
7.4,0.730476548228913
7.5,0.6233148846807783
7.6,0.3980097560108321
7.7,0.10149731328558698
7.8,0.3088840870220252
7.9,0.671936014553784
7.10,0.19336204633651655
7.11,0.8861383181699984
7.12,0.021479917447054686
7.13,0.25363028533110554
7.14,0.7231405861983532
7.15,0.28150123681011374
7.16,0.9037898319930439
7.17,0.9244611023024066
7.18,0.8040727600864572
7.19,0.877979275043171
7.20,0.9073538872003926
7.21,0.8378181074921649
7.22,0.6998284573790233
7.23,0.11989999253733985
7.24,0.5837277505288071
7.25,0.8074562391808047
7.26,0.6206048522860124
7.27,0.247194569069486
7.28,0.06070553598619999
7.29,0.7231818569706944
7.30,0.7738289660675043
7.31,0.18384338129430866
7.32,0.291764400730387
7.33,0.298429408845178
7.34,0.8836422599514209
7.35,0.5616338343650705
7.36,0.8512078388270623
7.37,0.6474191137289181
7.38,0.9433874177723333
7.39,0.2865446379979215
7.40,0.23419229426543708
7.41,0.30252659255868
7.42,0.08909389416779057
7.43,0.08737634151354823
7.44,0.6675550512780197
7.45,0.5433416236524315
7.46,0.7725760028140752
7.47,0.12621915371715908
7.48,0.5510165698124995
7.49,0.828015477199133
7.50,0.9030667911822334
7.51,0.39487459820521253
7.52,0.05513531688591311
7.53,0.10641670906782874
7.54,0.9427187200351446
7.55,0.5091869928830394
7.56,0.5014540303266157
7.57,0.2784153538936286
7.58,0.196002302978439
7.59,0.7096257403949389
7.60,0.10571020300832068
7.61,0.2292528431694285
7.62,0.9829485185834437
7.63,0.38060281044300837
7.64,0.0687091859901593
7.65,0.5965123106711507
7.66,0.2709292414112835
7.67,0.21591083567886926
7.68,0.6852083450837583
7.69,0.2548381494256642
7.70,0.7009610871061123
7.71,0.024478552614268678
7.72,0.4313014290926479
7.73,0.010603124259542462
7.74,0.004916198144399808
7.75,0.12768503402828568
7.76,0.18608855762377086
7.77,0.9497140276291256
7.78,0.5496438028310892
7.79,0.9019635126159242
7.80,0.3664019867560506
7.81,0.3137660653888902
7.82,0.4432073994933907
7.83,0.43517486548513096
7.84,0.2896112138137087
7.85,0.4574812322224381
7.86,0.34426048499028905
7.87,0.7084017794127402
7.88,0.26516195494343053
7.89,0.9233974525373515
7.90,0.2957861597298327
7.91,0.7961684647519964
7.92,0.01972767575168155
7.93,0.6405619946025813
7.94,0.3428657075712106
7.95,0.7227302870461799
7.96,0.5674054274037317
7.97,0.7708106720564994
7.98,0.13870281034624443
7.99,0.6199977675468202
8.0,0.22702036408435733
8.1,0.20265355492506865
8.2,0.939851669604734
8.3,0.06968679229323116
8.4,0.5612669253518816
8.5,0.7497899913081221
8.6,0.9794665643073895
8.7,0.8144089571477494
8.8,0.42873050553394376
8.9,0.9690302491958371
8.10,0.8791155052321473
8.11,0.606960009609624
8.12,0.5290473412556188
8.13,0.18751795393398807
8.14,0.9696654601697773
8.15,0.7285320645249749
8.16,0.6000380016490982
8.17,0.20046700820965546
8.18,0.6762538682822647
8.19,0.4472657945026737
8.20,0.09787340684683243
8.21,0.8724575326710621
8.22,0.7988810595909156
8.23,0.9564890590847267
8.24,0.2862709034413987
8.25,0.9110159509342007
8.26,0.37607292745943477
8.27,0.19999015426038913
8.28,0.5206690542749887
8.29,0.12057126035310073
8.30,0.23635681045522794
8.31,0.9667483761034659
8.32,0.8717912315966299
8.33,0.20309663288197655
8.34,0.027706845096241106
8.35,0.49349763664162094
8.36,0.24960583145631943
8.37,0.10851424521666087
8.38,0.03836265824982732
8.39,0.23567478221737237
8.40,0.39783758811818093
8.41,0.38313455798351714
8.42,0.7105474764117568
8.43,0.07436888540852804
8.44,0.1686728163502148
8.45,0.6567893370900134
8.46,0.03302162788392693
8.47,0.6458827704636696
8.48,0.3164848440762589
8.49,0.06231832794884429
8.50,0.03359531669642324
8.51,0.3159764724521211
8.52,0.24321079551255054
8.53,0.10147744733235475
8.54,0.0062345687455025445
8.55,0.5422874172131965
8.56,0.5256751463687734
8.57,0.9129636589691678
8.58,0.9292729581430997
8.59,0.7952497009310344
8.60,0.8805021146060901
8.61,0.15258980093474106
8.62,0.7841366770530921
8.63,0.8684149832625335
8.64,0.8478569921237663
8.65,0.5818152650661801
8.66,0.1453811077310858
8.67,0.5173030036100302
8.68,0.6547259272819334
8.69,0.004884580098414304
8.70,0.8342579453403057
8.71,0.3906030375384426
8.72,0.7468360323136624
8.73,0.25398070156871566
8.74,0.9544903047744814
8.75,0.43145462914898813
8.76,0.649030216943426
8.77,0.39481887646683866
8.78,0.545925784417757
8.79,0.15077091749265992
8.80,0.0004801340619827732
8.81,0.8401393299615701
8.82,0.5913358006208875
8.83,0.017470182351127406
8.84,0.37101306705757275
8.85,0.05242091547723815
8.86,0.35987766021576684
8.87,0.7024232169743517
8.88,0.8456196348422683
8.89,0.4289180704979866
8.90,0.9594397615282544
8.91,0.07026253623011725
8.92,0.3740774642825805
8.93,0.7442618908830299
8.94,0.10093755712398933
8.95,0.5964339423708838
8.96,0.7635933771804222
8.97,0.5017600768362265
8.98,0.8583992322074135
8.99,0.06224973433094927
9.0,0.7237495507899275
9.1,0.26603144810199797
9.2,0.5244753292323588
9.3,0.7126580194479805
9.4,0.13197281235859548
9.5,0.11299666195072211
9.6,0.18315497328512242
9.7,0.9966246479708651
9.8,0.7823170070869391
9.9,0.5033408221058703
9.10,0.8254781141598158
9.11,0.23961640010601382
9.12,0.6438126848801803
9.13,0.11094012112506646
9.14,0.6231361877967562
9.15,0.29754423578557176
9.16,0.2942614499556797
9.17,0.06151176705073247
9.18,0.2591811063811401
9.19,0.8084317055206384
9.20,0.281905985113011
9.21,0.2953455355229866
9.22,0.04386576692987598
9.23,0.2086822967859
9.24,0.937215088049747
9.25,0.8240916695870694
9.26,0.8462108594792068
9.27,0.29664978559775534
9.28,0.8687215936981332
9.29,0.7839217206937381
9.30,0.5075040880380015
9.31,0.30304752856844364
9.32,0.14694024629708846
9.33,0.6195088836980562
9.34,0.6631173841105281
9.35,0.6212087795763469
9.36,0.4612497757648577
9.37,0.8719587619940473
9.38,0.9040105427868919
9.39,0.2792582879274391
9.40,0.05114037982643216
9.41,0.24416832788438747
9.42,0.34797638025557354
9.43,0.1770915755289073
9.44,0.42976033846360784
9.45,0.9849210244730072
9.46,0.5045905107594563
9.47,0.4022313511268222
9.48,0.5085538547080202
9.49,0.8011493004442084
9.50,0.23517315261469995
9.51,0.5667500288615331
9.52,0.10658798185461404
9.53,0.9271829658768967
9.54,0.8442901363372247
9.55,0.640859753786159
9.56,0.8558881815372222
9.57,0.708356006688968
9.58,0.010366058041628157
9.59,0.8106648758009901
9.60,0.3659289416401057
9.61,0.9120553221509996
9.62,0.17841710555875057
9.63,0.5123041570911353
9.64,0.14889713101133695
9.65,0.20759632850356247
9.66,0.4893243633701726
9.67,0.6195611446030306
9.68,0.7257891441171219
9.69,0.7769549899607511
9.70,0.14348867589787984
9.71,0.04297752449023062
9.72,0.9918495788643396
9.73,0.41124712164306965
9.74,0.8887858996438213
9.75,0.04297438412397714
9.76,0.8204134291143581
9.77,0.2353886513238993
9.78,0.6557637486199542
9.79,0.16874370883465295
9.80,0.42442825573617116
9.81,0.16694176835929908
9.82,0.05291506702307225
9.83,0.5351625623218336
9.84,0.7203240304511269
9.85,0.9138369962896179
9.86,0.7726195065465892
9.87,0.2584372174851114
9.88,0.24131521401373446
9.89,0.1286668386589782
9.90,0.9300659314761496
9.91,0.5336203369521132
9.92,0.6502408994414732
9.93,0.8938679105929831
9.94,0.4018116389239236
9.95,0.029632716141258286
9.96,0.7750336654245241
9.97,0.9840332206869583
9.98,0.4958043990651958
9.99,0.7654781072038983
10.0,0.6477811920637969
10.1,0.5836746638619997
10.2,0.9304014936114584
10.3,0.12698660469314726
10.4,0.4339830716316778
10.5,0.3859262239001382
10.6,0.8609422134378746
10.7,0.1949537856494612
10.8,0.9327363445194699
10.9,0.7814690590362895
10.10,0.7898318544181905
10.11,0.6279994629035401
10.12,0.9846742933387904
10.13,0.5936212273469581
10.14,0.6357477004637958
10.15,0.39177589549199643
10.16,0.2932621279538038
10.17,0.5854940431647621
10.18,0.6891197566795364
10.19,0.33036106757985884
10.20,0.39118945853226317
10.21,0.8596584447273966
10.22,0.13126812015256428
10.23,0.5847566313712707
10.24,0.18366952857721686
10.25,0.7516763660131902
10.26,0.4908636380414422
10.27,0.47624509237976953
10.28,0.8917575961394839
10.29,0.7743769817842577
10.30,0.08223596913433384
10.31,0.4956429433362348
10.32,0.43021464225285233
10.33,0.789980024018663
10.34,0.6610943628646049
10.35,0.7928851370355903
10.36,0.21709436932447057
10.37,0.014009197334252432
10.38,0.04215458032796371
10.39,0.6805309076935759
10.40,0.6905786641557559
10.41,0.9127290061812121
10.42,0.31668709545536977
10.43,0.5550301036818627
10.44,0.13267415673077954
10.45,0.21085805285513104
10.46,0.32170066769515004
10.47,0.7800460437791913
10.48,0.9365076184351082
10.49,0.09218341737864011
10.50,0.6214955276206434
10.51,0.36608371234082304
10.52,0.4033987037666277
10.53,0.11652706927282153
10.54,0.1434992979771753
10.55,0.1240306324744972
10.56,0.17782240634090896
10.57,0.6180606915381217
10.58,0.1657872338324493
10.59,0.7395127994427503
10.60,0.7981951128788113
10.61,0.6163730998060182
10.62,0.4408271509717946
10.63,0.8621828147390843
10.64,0.6513229158279509
10.65,0.06272859135197906
10.66,0.7154118128019211
10.67,0.672289557702829
10.68,0.9264150061037423
10.69,0.9815099910515434
10.70,0.9247849324605716
10.71,0.03007286492590966
10.72,0.8329073760395779
10.73,0.27805078387625226
10.74,0.937734600388176
10.75,0.9164151220005828
10.76,0.6649630813936396
10.77,0.5958888936754085
10.78,0.24297845891639058
10.79,0.33836333504995664
10.80,0.034494836913506854
10.81,0.8076165850266025
