uid,data1
3.3,0.24447191189987172
3.4,0.4575403519460629
3.5,0.2569554350920803
3.6,0.4679744498849159
3.7,0.4612454536536338
3.8,0.10103429976823775
3.9,0.9979406013138467
3.10,0.5766377028549933
3.11,0.9182473401170326
3.12,0.6980923153263114
3.13,0.5664056159350613
3.14,0.853233548840785
3.15,0.07589472455373747
3.16,0.442881893432192
3.17,0.019788326462893413
3.18,0.30816600253333815
3.19,0.44666564882126514
3.20,0.23094801684045774
3.21,0.589493644287871
3.22,0.7117120518918993
3.23,0.9111378631563484
3.24,0.9842085554664288
3.25,0.7593026766112276
3.26,0.9938522195438418
3.27,0.30918363482246847
3.28,0.5235644171623233
3.29,0.6571016860888373
3.30,0.42807554105235757
3.31,0.3023605513517862
3.32,0.879460732841198
3.33,0.8282617762167538
3.34,0.19357294221378407
3.35,0.31713970945177217
3.36,0.06869577315348152
3.37,0.5406476574447714
3.38,0.6602054581001218
3.39,0.7463866789158663
3.40,0.38992178188310833
3.41,0.6345752409310588
3.42,0.8866564093014921
3.43,0.3934307731820671
3.44,0.9314862958385596
3.45,0.5026282970404526
3.46,0.3079744566211814
3.47,0.828363333014817
3.48,0.9948099174913984
3.49,0.3192922141685576
3.50,0.2889259081700336
3.51,0.592799974792255
3.52,0.6666300636890852
3.53,0.6863100771075655
3.54,0.167172238075867
3.55,0.6361584307982463
3.56,0.09088880681890044
3.57,0.7007777271824632
3.58,0.5366424955417011
3.59,0.4467518620277189
3.60,0.028872593442181516
3.61,0.6849204317929647
3.62,0.6207716865035008
3.63,0.425263736676612
3.64,0.5630456145660715
3.65,0.7489599834930839
3.66,0.6384088069061411
3.67,0.9790240104103215
3.68,0.6502739948252222
3.69,0.6311437333543075
3.70,0.8581387971138111
3.71,0.02187160767573848
3.72,0.3490413064155573
3.73,0.9901540441389522
3.74,0.7876899133611316
3.75,0.7592641363228491
3.76,0.5564352234932085
3.77,0.8197104021318519
3.78,0.8532843083422724
3.79,0.011288697457101926
3.80,0.8024144110999086
3.81,0.3147641807545001
3.82,0.3500991172127855
3.83,0.3431788722771274
3.84,0.7706922136317861
3.85,0.7158251721519722
3.86,0.7569869570190407
3.87,0.11300999129122724
3.88,0.7342539590812431
3.89,0.5814790271381779
3.90,0.5028236705694594
3.91,0.20769638271561397
3.92,0.9881736219581708
3.93,0.7339436214043314
3.94,0.25973683894742394
3.95,0.21917425160246207
3.96,0.4401385126586853
3.97,0.3086205194376932
3.98,0.8130970773786027
3.99,0.27160393521912274
4.0,0.8539470889863956
4.1,0.6361902541289773
4.2,0.29976571755453085
4.3,0.48943189781222096
4.4,0.19657492629373086
4.5,0.6423887838209655
4.6,0.33212249030633223
4.7,0.5565797556628891
4.8,0.9291977047725535
4.9,0.0608470916612468
4.10,0.5309632333923349
4.11,0.054501824889583106
4.12,0.8843389983282606
4.13,0.3774298962281337
4.14,0.903578394588756
4.15,0.5943619335158725
4.16,0.5506879604761051
4.17,0.11838541954865645
4.18,0.9055304721643713
4.19,0.4992166596853981
4.20,0.2052291485120291
4.21,0.6286323907667029
4.22,0.7939211984588631
4.23,0.9495246018882779
4.24,0.7480892197332827
4.25,0.09132226130791421
4.26,0.8219891567886177
4.27,0.7609662069668314
4.28,0.47147833962989316
4.29,0.1515004885204505
4.30,0.13886768226863466
4.31,0.5841265737104389
4.32,0.3136252606715364
4.33,0.3846995668027251
4.34,0.15692438163393974
4.35,0.929065884033743
4.36,0.09532361455926397
4.37,0.9533054283186861
4.38,0.38264241722684433
4.39,0.6716620164851717
4.40,0.10680109137984528
4.41,0.3149178520452044
4.42,0.021939277131105106
4.43,0.8114545037919709
4.44,0.3072705093741277
4.45,0.03401109896779053
4.46,0.9062152714103221
4.47,0.31590396666539533
4.48,0.07427764732018927
4.49,0.12459471081800333
4.50,0.8990036689634401
4.51,0.4423698968275721
4.52,0.020235423751275072
4.53,0.9415404490620565
4.54,0.39694836256721655
4.55,0.37857135009762866
4.56,0.3917697972253553
4.57,0.9786143027882616
4.58,0.13873264680418185
4.59,0.9944972124343229
4.60,0.8039130008476146
4.61,0.782301455576594
4.62,0.11919810283124277
4.63,0.7675135007836875
4.64,0.8797607662587783
4.65,0.6480065739685869
4.66,0.7912088586831683
4.67,0.8987882304668318
4.68,0.05502445446184068
4.69,0.7337167921565754
4.70,0.12811922122166508
4.71,0.9409256323655535
4.72,0.5853927038544088
4.73,0.6648085480168562
4.74,0.8404325439620317
4.75,0.8830512533498978
4.76,0.4995449125065845
4.77,0.5109937281923953
4.78,0.6018439525008141
4.79,0.21109474503821002
4.80,0.2770378987709309
4.81,0.2886683999364257
4.82,0.7639863700738806
4.83,0.0896647785319008
4.84,0.8334697152661809
4.85,0.8067418157807019
4.86,0.5461414792071771
4.87,0.8014429334362285
4.88,0.37303207087741297
4.89,0.9634896230882211
4.90,0.0849470813709714
4.91,0.7495214098410035
4.92,0.02152126106532548
4.93,0.7469782494143373
4.94,0.039821073901337156
4.95,0.1830328684664445
4.96,0.8478782920626815
4.97,0.20345809933104908
4.98,0.2880356468337436
4.99,0.003930429313715567
5.0,0.48589286603747406
5.1,0.27719799152645064
5.2,0.02615463671922047
5.3,0.4755341789941695
5.4,0.3842153916161759
5.5,0.8891977455393684
5.6,0.3888001237723623
5.7,0.4619162237119451
5.8,0.6639408972669326
5.9,0.9431086731216951
5.10,0.34143644186203004
5.11,0.4136043538994223
5.12,0.3649418370066735
5.13,0.5293503670784523
5.14,0.04398851704138651
5.15,0.8169360812261489
5.16,0.7891229523936139
5.17,0.2320948686485489
5.18,0.9395108876082846
5.19,0.1712186960356047
5.20,0.8627577433547451
5.21,0.05033159267163223
5.22,0.18709342442634036
5.23,0.372748348546562
5.24,0.059671454726751505
5.25,0.6571532176455044
5.26,0.5758084149950626
5.27,0.7119418266849176
5.28,0.08184338575776007
5.29,0.05333482474734974
5.30,0.7614970511484169
5.31,0.17202259024519173
5.32,0.7546679293334501
5.33,0.5380016943547015
5.34,0.0017643294488908223
5.35,0.37193507073325427
5.36,0.30882521516122274
5.37,0.7722586234084153
5.38,0.04208187240144101
5.39,0.5798656361760948
5.40,0.04994861010822893
5.41,0.6052781189958456
5.42,0.2999998119479812
5.43,0.8542592831826368
5.44,0.9244439745243911
5.45,0.7184426063263997
5.46,0.9433012695673751
5.47,0.34519341969444106
5.48,0.6304413824079504
5.49,0.2942771147634444
5.50,0.17359607266269494
5.51,0.41170936518958146
5.52,0.6063148373098092
5.53,0.8119342522389872
5.54,0.6475368338893744
5.55,0.8408677485142896
5.56,0.17377291818115792
5.57,0.7466898669274672
5.58,0.5214258531349838
5.59,0.6333115023063381
5.60,0.43444340360237466
5.61,0.5168972977215771
5.62,0.008103677626103867
5.63,0.8718791267811854
5.64,0.6950423222882495
5.65,0.7058689586286068
5.66,0.4873408745166331
5.67,0.052880691309333705
5.68,0.11514111321287912
5.69,0.3570451450994496
5.70,0.934158514134427
5.71,0.727388681528008
5.72,0.17293718466764751
5.73,0.12942642262715642
5.74,0.455006278136895
5.75,0.8875916845113645
5.76,0.44424032380129974
5.77,0.3086360462325204
5.78,0.3357439943222579
5.79,0.2523951177371554
5.80,0.6897301385787132
5.81,0.41278572656323087
5.82,0.4287370591749482
5.83,0.7368155744244598
5.84,0.5485371011099432
5.85,0.8735030689327231
5.86,0.3844886393165482
5.87,0.14117997923143366
5.88,0.0865520220388124
5.89,0.7736518517595533
5.90,0.4768893395787921
5.91,0.23101913570910138
5.92,0.2237814554846046
5.93,0.47240606358671955
5.94,0.8813466555462612
5.95,0.01059442732062399
5.96,0.4499893101706982
5.97,0.24203922529099542
5.98,0.028680723037715516
5.99,0.5477025689750925
6.0,0.07791063787267027
6.1,0.9716595177541729
6.2,0.24215123875091527
6.3,0.6690969693806345
6.4,0.6013245549442858
6.5,0.6071927529390883
6.6,0.4911283714138558
6.7,0.3743960770341015
6.8,0.4187777240746863
6.9,0.19897446144635966
6.10,0.011058757141886644
6.11,0.5909572252531877
6.12,0.1851196637516489
6.13,0.009560521328532245
6.14,0.5100508731972231
6.15,0.6315361657380355
6.16,0.8422623652321934
6.17,0.9710252790841692
6.18,0.7453390486968202
6.19,0.5403081484220237
6.20,0.15967259713243265
6.21,0.0365402950620648
6.22,0.7019771150414613
6.23,0.11158360849221405
6.24,0.6921034768162775
6.25,0.5006609059685632
6.26,0.9474481524297996
6.27,0.9702145176800225
6.28,0.33631923934480845
6.29,0.6887799137722267
6.30,0.9420516532362366
6.31,0.2858329194444523
6.32,0.829791303405476
6.33,0.3140040603363248
6.34,0.33011943349166195
6.35,0.3172428022108492
6.36,0.35578699133068026
6.37,0.6814979244026024
6.38,0.43797413684261877
6.39,0.29730956315644963
6.40,0.5979490310292165
6.41,0.15374677884522914
6.42,0.7682769252113649
6.43,0.6038351241447084
6.44,0.4189710349116459
6.45,0.23960570553781413
6.46,0.3122154792692998
6.47,0.6871436574666765
6.48,0.3009146814267494
6.49,0.0777643498119035
6.50,0.3763229022925212
6.51,0.35197561665852073
6.52,0.010423677338093684
6.53,0.3888866336334006
6.54,0.8151180357615098
6.55,0.14514692445749777
6.56,0.8567585566445156
6.57,0.8601883672623514
6.58,0.681834935181259
6.59,0.5292572155993089
6.60,0.12261283779011534
6.61,0.09915908739126933
6.62,0.844862652490708
6.63,0.6974986858672179
6.64,0.34769451782646776
6.65,0.6445110220796071
6.66,0.6386186642932008
6.67,0.8213916662522229
6.68,0.23281898280554836
6.69,0.1416541804366802
6.70,0.5297320548195547
6.71,0.018875202858808282
6.72,0.9206571334456701
6.73,0.8661642631750911
6.74,0.2905845254809415
6.75,0.7989046827954834
6.76,0.1705099713192746
6.77,0.5968730451728481
6.78,0.11941930778996601
6.79,0.4858103691533925
6.80,0.10529169624682044
6.81,0.5317011290536332
6.82,0.869620095869281
6.83,0.04741765086178795
6.84,0.5401087500492625
6.85,0.23531033513816124
6.86,0.9177478927510576
6.87,0.01696140792469314
6.88,0.3833865566614856
6.89,0.033595730653541045
6.90,0.8179602192342301
6.91,0.7864564210244707
6.92,0.6369436897701797
6.93,0.03806224288394122
6.94,0.7632714459344462
6.95,0.3512918890806397
6.96,0.6344634040987269
6.97,0.4678184377782345
6.98,0.2751181036334114
6.99,0.9826087052197594
7.0,0.6308494013929101
7.1,0.511358533334768
7.2,0.7619642105977649
7.3,0.13206095855475286
7.4,0.3070218524200067
7.5,0.2922097982611822
7.6,0.18464654089459398
7.7,0.30582845484169274
7.8,0.9842370277368131
7.9,0.3325747980318827
7.10,0.42230689432160207
7.11,0.12598295501828738
7.12,0.16111616162991393
7.13,0.004673777554011327
7.14,0.41742870179535074
7.15,0.8516868757050531
7.16,0.27443172291054807
7.17,0.496389337676284
7.18,0.18619508054912037
7.19,0.9928980485641674
7.20,0.11335065612150685
7.21,0.18944786377310385
7.22,0.4306124409577663
7.23,0.1524696290607126
7.24,0.7689027602734257
7.25,0.3619260479723021
7.26,0.6907726979145183
7.27,0.2910421865065006
7.28,0.8928572762158598
7.29,0.2543616343461341
7.30,0.7187389606627176
7.31,0.3099867172873392
7.32,0.873311073153795
7.33,0.8958213995088298
7.34,0.4809828348217021
7.35,0.7961444593438605
7.36,0.8994648024648858
7.37,0.2673792318301971
7.38,0.06423323548450333
7.39,0.8656319424482197
7.40,0.6783207596636285
7.41,0.5472920933125223
7.42,0.22508966192726465
7.43,0.34573429021274926
7.44,0.19962283408347237
7.45,0.5259944941108161
7.46,0.45273498725398864
7.47,0.1213309291282324
7.48,0.38356007984350937
7.49,0.6239282382968396
7.50,0.003958574163497541
7.51,0.517894366922454
7.52,0.8797971802318227
7.53,0.7996569417328048
7.54,0.16441932133325632
7.55,0.1966631806397705
7.56,0.4057726043130365
7.57,0.15892973834396673
7.58,0.9667851376763119
7.59,0.5021597366837017
7.60,0.6525463602439021
7.61,0.28516680439842423
7.62,0.6840300726519638
7.63,0.6501745897270539
7.64,0.7210976061439999
7.65,0.5702546217142437
7.66,0.8498611585501674
7.67,0.17809601518505203
7.68,0.07360730184687614
7.69,0.5429431738853193
7.70,0.9275084183221497
7.71,0.8137432109844492
7.72,0.39696897990278157
7.73,0.12055546608348311
7.74,0.04105345032638186
7.75,0.7114078503801745
7.76,0.012876117143853616
7.77,0.16978770258634324
7.78,0.7524163464529926
7.79,0.7267707775204691
7.80,0.252974534441183
7.81,0.9429482363156624
7.82,0.1214779566348898
7.83,0.4421686729632772
7.84,0.5839408898794303
7.85,0.5425175113902874
7.86,0.2877237372537699
7.87,0.10701389652363558
7.88,0.8952338166516046
7.89,0.15994297990151773
7.90,0.22860071511231517
7.91,0.11148712106828729
7.92,0.4950770292606468
7.93,0.033234440572747936
7.94,0.5099768087396271
7.95,0.22132000137041763
7.96,0.48524156463898094
7.97,0.09477952218969687
7.98,0.1958584342904498
7.99,0.993534411211285
8.0,0.3440164786233071
8.1,0.23487869251710458
8.2,0.7298246460787121
8.3,0.7303596118876592
8.4,0.43222458416222487
8.5,0.08988776142242183
8.6,0.09330010185806414
8.7,0.5978059176728524
8.8,0.6049410141061858
8.9,0.9642713160238539
8.10,0.3316375592113022
8.11,0.4815760042688082
8.12,0.4113665580441199
8.13,0.5668391114429894
8.14,0.21654381251431076
8.15,0.8474722186442673
8.16,0.7929976299367753
8.17,0.6390264931063293
8.18,0.9507129029807597
8.19,0.13334372204022338
8.20,0.8662305109382147
8.21,0.03563201792161552
8.22,0.842836280654506
8.23,0.20406140884181312
8.24,0.52213355158975
8.25,0.4242887558572678
8.26,0.6309293396862311
8.27,0.8067799765779577
8.28,0.1575814225599086
8.29,0.32097723171156445
8.30,0.24954325247241171
8.31,0.5576177643219414
8.32,0.47910895614001037
8.33,0.08471280206010312
8.34,0.6279746004609615
8.35,0.397410287801954
8.36,0.011652556423668803
8.37,0.9947167915022233
8.38,0.4919919016023385
8.39,0.42458818284877364
8.40,0.8848485875561356
8.41,0.09645095642896961
8.42,0.1499536336262547
8.43,0.6182146849726319
8.44,0.8627635725243158
8.45,0.973737583188789
8.46,0.11951069433212425
8.47,0.5755918099557519
8.48,0.8575135932135644
8.49,0.30423440468467
8.50,0.7392904398244741
8.51,0.9157938951506511
8.52,0.3711976675499905
8.53,0.7316357540363433
8.54,0.17953710723609229
8.55,0.4184350486418479
8.56,0.6822823216817246
8.57,0.9793699473356289
8.58,0.46308116119428944
8.59,0.0012519708734081147
8.60,0.06047653465131109
8.61,0.7106825686581909
8.62,0.9827328659023612
8.63,0.33820450596330554
8.64,0.6089136204141572
8.65,0.21628582324715917
8.66,0.3621426187849156
8.67,0.7278191032259357
8.68,0.6717422699424342
8.69,0.6971970694384221
8.70,0.8958441552829667
8.71,0.010428640352588947
8.72,0.8365823583097551
8.73,0.44731900035360517
8.74,0.657412072496949
8.75,0.09451844489845285
8.76,0.09783421457243169
8.77,0.17629048421769178
8.78,0.20690109659226152
8.79,0.5020789026836228
8.80,0.7209148997198439
8.81,0.3160203512740759
8.82,0.915191150061428
8.83,0.37079977712079093
8.84,0.7047550664461765
8.85,0.9128743254131207
8.86,0.7139075405491807
8.87,0.31640960308503485
8.88,0.2326173767545131
8.89,0.8667932435220679
8.90,0.632775327351267
8.91,0.35590781517884185
8.92,0.9483163897550804
8.93,0.22840183218143906
8.94,0.29109015032788554
8.95,0.11570315941465725
8.96,0.9059770851824698
8.97,0.6564267433106101
8.98,0.5471366956242729
8.99,0.12349583116641116
9.0,0.643601838327852
9.1,0.8190382123247139
9.2,0.5024358923462443
9.3,0.5272733832666758
9.4,0.8804867890407184
9.5,0.8716525122596563
9.6,0.007521592750117101
9.7,0.15576623561531378
9.8,0.47227372801286194
9.9,0.9220114537585441
9.10,0.24368174775893714
9.11,0.5240125441040724
9.12,0.6418319285666556
9.13,0.26585388143534305
9.14,0.23770776928310622
9.15,0.7768860275188587
9.16,0.4411362695531006
9.17,0.12679487576411685
9.18,0.4368020200624857
9.19,0.44078602297690583
9.20,0.8671312095344477
9.21,0.9890424649478882
9.22,0.1673440176726868
9.23,0.0729226990177152
9.24,0.8615022159956596
9.25,0.37895411659421563
9.26,0.0424492692834203
9.27,0.14907294429018292
9.28,0.048773007790563705
9.29,0.12247035459538502
9.30,0.2955652738464929
9.31,0.1765892910693193
9.32,0.17413093536612
9.33,0.8153640084620224
9.34,0.025936773917555
9.35,0.7079681658071563
9.36,0.5613063121560187
9.37,0.533505314529575
9.38,0.5589443929187637
9.39,0.7791665183994735
9.40,0.5882687532244372
9.41,0.9206818714333915
9.42,0.05510964067302038
9.43,0.7084810481138138
9.44,0.3819597882365825
9.45,0.24500705029794145
9.46,0.2695846295467136
9.47,0.3384210235102497
9.48,0.22771167629789246
9.49,0.4303909992673818
9.50,0.18579654374542698
9.51,0.7180343996794176
9.52,0.9640721727680246
9.53,0.8088794743694683
9.54,0.44335266664419737
9.55,0.31761543178377405
9.56,0.6337168421133874
9.57,0.16533842263563603
9.58,0.4128458484295259
9.59,0.18537734670956818
9.60,0.39436787984100985
9.61,0.17917974963874572
9.62,0.4632295766182475
9.63,0.6415442643685004
9.64,0.3984420438294989
9.65,0.2899507270702072
9.66,0.23888436330951257
9.67,0.3995116247318463
9.68,0.7705651539447739
9.69,0.4433931368635494
9.70,0.8815932119254998
9.71,0.13689477676101014
9.72,0.24936290920579096
9.73,0.11745396630128657
9.74,0.49955265521019776
9.75,0.6533892089854572
9.76,0.7727862100797757
9.77,0.6163205567534322
9.78,0.7966949179082494
9.79,0.11879872481285758
9.80,0.41906258391944884
9.81,0.4416184348657538
9.82,0.46493248517979613
9.83,0.1659761647099791
9.84,0.14704056302937996
9.85,0.6977438361822244
9.86,0.7843475413621473
9.87,0.19246385837204738
9.88,0.036102647092550844
9.89,0.7984192670509743
9.90,0.04139632390495185
9.91,0.58817377175822
9.92,0.5729873973186921
9.93,0.37713302901600865
9.94,0.14019647773591848
9.95,0.16516587520741988
9.96,0.39247173834526994
9.97,0.29823450670607043
9.98,0.13366321669060377
9.99,0.11350947588155103
10.0,0.8728781733683334
10.1,0.22920703882476012
10.2,0.12870116304374357
10.3,0.18861778510831473
10.4,0.9993825611927449
10.5,0.5790724958382444
10.6,0.26555182509433595
10.7,0.6854943116558503
10.8,0.7912074480996739
10.9,0.6081653038068123
10.10,0.809586843458235
10.11,0.3664971779516746
10.12,0.13019405563471187
10.13,0.19027101298413596
10.14,0.7206154293948325
10.15,0.6192118026800844
10.16,0.9185496694213321
10.17,0.9052458282286207
10.18,0.008355164551559047
10.19,0.304766589799077
10.20,0.8628823572307286
10.21,0.6122489182035846
10.22,0.6307446384277579
10.23,0.361814419445343
10.24,0.46739173488053587
10.25,0.5951635690207643
10.26,0.5834771606532934
10.27,0.017879577355788934
10.28,0.5399491411985428
10.29,0.7794483371197095
10.30,0.273455482091433
10.31,0.02355452239505651
10.32,0.029527092196659388
10.33,0.2725337345257276
10.34,0.21708487056437475
10.35,0.48458929424469877
10.36,0.4306392113112977
10.37,0.700107524928782
10.38,0.5647949265255989
10.39,0.3654283335860047
10.40,0.8337726619944794
10.41,0.9698634876361172
10.42,0.3116984999081923
10.43,0.1840613881712171
10.44,0.02415510108933805
10.45,0.7484082553913772
10.46,0.1281984486947667
10.47,0.04385927236459386
10.48,0.2352678600703716
10.49,0.9343870173858279
10.50,0.5179647190031722
10.51,0.6056397267817585
10.52,0.46074700197809204
10.53,0.4609346025509832
10.54,0.9233547926343325
10.55,0.800217323206332
10.56,0.4776417141411966
10.57,0.9541544365401928
10.58,0.0626511133562857
10.59,0.6118743180637457
10.60,0.28052935487394914
10.61,0.5911268009193019
10.62,0.3288336825414344
10.63,0.20589434039150178
10.64,0.6809021834958462
10.65,0.17712828030735472
10.66,0.506954077627388
10.67,0.49409975333804246
10.68,0.12993874452114462
10.69,0.10068765533614954
10.70,0.9791467939987272
10.71,0.6175800430383863
10.72,0.750278648522821
10.73,0.6564285478801075
10.74,0.09454035735250954
10.75,0.9379623772378833
10.76,0.8194706800710483
10.77,0.8456599690656236
10.78,0.8781850734961585
10.79,0.3233992373636706
10.80,0.8784239452140207
